1,50,864,587,862,587,883,50,885,Hotline: 18006968 Website: Www.vinmart.COM,OTHER
2,117,828,512,828,512,852,117,852,CÁM ON QUÝ KHÁCH VÀ HỆN GẶP LẠI,OTHER
3,53,764,584,765,584,787,53,786,Tax invoice will be issued within same day,OTHER
4,147,729,484,730,484,755,146,754,Chỉ xuất hóa đơn trong ngày,OTHER
5,407,673,482,673,482,692,407,692,KẾ GTGT),OTHER
6,307,671,417,671,417,692,307,692,gồm thuế,OTHER
7,162,667,303,667,303,689,162,689,(Giá đã bao,OTHER
8,576,646,591,646,591,665,576,665,0,OTHER
9,58,631,213,635,212,660,57,657,TIỀN TRẢ LẠI,OTHER
10,515,612,593,615,592,637,514,634,28.200,OTHER
11,70,600,175,604,174,630,69,626,TIỀN MẶT,OTHER
12,516,581,594,584,593,606,515,604,28.200,OTHER
13,58,572,237,574,236,596,57,594,TIÊN KHÁCH TRẢ,OTHER
14,545,554,594,554,594,574,545,574,400,OTHER
15,58,539,274,542,273,567,57,563,TỔNG TIỀN ĐÃ GIẢM,OTHER
16,599,518,599,544,511,544,511,518,28.200,TOTAL_COST
17,53,501,340,501,340,536,53,536,TỔNG TIỀN PHẢI T.TOÁN,TOTAL_COST
18,546,460,597,460,597,480,546,480,-000,OTHER
19,50,447,80,447,80,469,50,469,KM,OTHER
20,521,424,598,427,597,449,521,447,21.600,OTHER
21,444,425,459,428,455,445,441,441,4,OTHER
22,312,421,379,421,379,444,312,444,5.400,OTHER
23,51,416,220,422,220,441,51,435,8934673606820,OTHER
24,391,389,447,393,445,416,389,412,100g,OTHER
25,49,380,381,388,380,414,49,405,SCA Vinami Ik có đường hộp,OTHER
26,536,360,603,363,602,385,535,383,7.000,OTHER
27,446,361,459,361,459,380,446,380,1,OTHER
28,313,355,379,358,378,380,312,377,7.000,OTHER
29,48,350,220,354,220,376,48,371,8934588013133,OTHER
30,392,325,521,328,521,350,392,348,Cha1 390m 1,OTHER
31,245,319,382,322,381,348,244,344,Pepsi Cola,OTHER
32,192,323,235,323,235,342,192,342,gas,OTHER
33,46,312,184,318,183,344,45,338,NƯỚC GK CÓ,OTHER
34,527,294,604,294,604,318,527,318,T. Tiển,OTHER
35,434,291,462,291,462,316,434,316,SL,OTHER
36,287,283,383,286,382,317,286,314,Đơn giá,OTHER
37,46,277,155,283,153,310,44,304,Mặt hàng,OTHER
38,437,229,602,235,602,253,436,247,NVBH:09010075,OTHER
39,44,211,151,216,150,241,43,236,Quầy:001,OTHER
40,463,195,602,203,600,225,462,217,HD:00177774,OTHER
41,42,172,387,172,387,220,42,220,Ngày bán: 24/03/2019 20:09,TIMESTAMP
42,223,154,434,166,433,187,222,176,HÓA ĐƠN BÁN HẢNG,OTHER
43,328,69,502,69,502,95,328,95,Quân Gò Vấp, TP.HCM,OTHER
44,229,43,229,97,50,97,50,43,VinCommerce,SELLER
45,297,32,538,32,538,69,297,69,T93 Nguyễn Kiệm, Phường 3,ADDRESS
46,303,7,543,5,535,34,303,27,VM+ HCM 793 Nguyễn Kiệm,ADDRESS
