1,131,865,525,853,526,881,132,893,mon the minh minh,OTHER
2,157,772,499,765,499,790,157,798,anh nam nam trong nghy,OTHER
3,170,711,498,703,498,728,171,735,Gia ca vao gia thuo gian,OTHER
4,62,685,217,677,218,703,63,711,TIÊN THÁ LAI,OTHER
5,593,674,610,674,610,695,593,695,o,OTHER
6,74,654,178,651,178,674,74,676,TIÊN CA,OTHER
7,531,643,608,641,609,664,532,667,2.000,OTHER
8,61,620,243,614,244,640,62,645,THẦN NHANH,OTHER
9,533,613,610,610,611,632,534,635,2.200,OTHER
10,61,588,283,581,284,607,62,614,TRONG THEM MINH,OTHER
11,562,579,613,579,613,603,562,603,400,OTHER
12,54,554,345,549,342,577,56,581,HỒNG TIẾN PHẢI T.TOÁN,TOTAL_COST
13,532,549,618,549,618,573,532,573,28.200,TOTAL_COST
14,50,492,84,492,84,517,50,517,KM,OTHER
15,567,484,616,484,616,507,567,507,400,OTHER
16,52,460,227,458,228,480,53,482,8984670808020,OTHER
17,325,455,395,452,396,479,326,481,6.400,OTHER
18,462,457,476,457,476,475,462,475,4,OTHER
19,542,453,616,449,618,472,543,476,21.600,OTHER
20,652,441,684,441,684,468,652,468,AI,OTHER
21,53,425,262,423,262,445,53,447,SOA VINAMING CO,OTHER
22,411,423,463,423,463,446,411,446,1009,OTHER
23,254,421,396,421,396,446,254,446,lo đương nộp,OTHER
24,50,392,228,389,229,411,51,414,8934508018188,OTHER
25,328,388,396,388,396,411,328,411,7.000,OTHER
26,466,389,479,389,479,408,466,408,1,OTHER
27,559,385,623,382,624,407,560,409,A.000,OTHER
28,49,355,248,355,248,380,49,380,NƯỚC GK 00 gas,OTHER
29,414,354,484,354,484,376,414,376,chat s,OTHER
30,255,353,398,351,398,376,256,378,Pepst opia,OTHER
31,474,353,544,353,544,375,474,375,390m,OTHER
32,47,316,160,316,160,345,47,345,Một hàng,OTHER
33,455,316,483,316,483,340,455,340,SL,OTHER
34,302,310,401,313,400,343,301,341,Đơn gia,OTHER
35,550,310,631,310,631,341,550,341,Litian,OTHER
36,458,248,629,248,629,270,458,270,NVBH:09010075,OTHER
37,45,243,158,243,158,272,45,272,Quây:001,OTHER
38,485,208,629,212,629,238,484,234,HD:00177774,OTHER
39,402,212,400,240,43,237,43,204,Ngày bán: 24/03/2019 20:09,TIMESTAMP
40,232,174,452,176,452,201,232,199,HÔA ĐƠN BÁN HẮNG,OTHER
41,328,78,519,78,519,114,328,114,Quận Gò Vấp, TP HCM,ADDRESS
42,44,73,230,73,230,115,44,115,VinCommerce,SELLER
43,298,52,544,52,544,82,298,82,T93 Nguyễn Kiệm, Phường 3,ADDRESS
44,300,29,529,26,534,54,303,52,VM+ HCMA T93 Nguyễn Kiệm,ADDRESS
