1,30,687,405,685,405,702,30,704,HOT INE: 02471066866 Websiter vinmart. Cam,OTHER
2,78,663,358,662,358,679,78,680,CẦM ƠN QUÝ KHÁCH VÀ HIỆN GẬP LẠI,OTHER
3,32,620,378,619,378,633,32,634,Tax invoice will be issued water,OTHER
4,372,616,410,620,409,635,370,631,ha ya day,OTHER
5,96,593,337,595,337,611,96,609,Chỉ xuất hóa đơn trong ngày,OTHER
6,283,529,334,529,334,540,283,540,LE GIGT),OTHER
7,106,528,287,528,287,542,106,542,(Gia đa bao gồm thuê,OTHER
8,355,505,410,505,410,520,355,520,78.700,OTHER
9,34,504,140,504,140,522,34,522,TIỀN TRÃ LAI,OTHER
10,43,484,113,484,113,498,43,498,TIẾN MẶT,OTHER
11,349,483,410,483,410,497,349,497,100.000,OTHER
12,35,461,157,460,157,474,35,475,TIỀN KHÁCH TRÃ,OTHER
13,355,460,410,460,410,474,355,474,21.300,OTHER
14,36,438,184,437,184,452,36,453,TỞNG TIẾN ĐÃ GIĂM,OTHER
15,397,437,410,437,410,452,397,452,0,OTHER
16,226,415,225,434,31,431,31,412,TỔNG TIỀN PHẢI T.TOÁN,TOTAL_COST
17,411,416,411,431,351,430,351,415,21.300,TOTAL_COST
18,301,377,306,377,306,382,301,382,1,OTHER
19,33,374,147,374,147,387,33,387,8936036021172,OTHER
20,204,373,255,373,255,387,204,387,13.800,OTHER
21,353,371,407,368,408,385,354,388,13.800,OTHER
22,33,351,262,351,262,365,33,365,MAR INE BUY VI R. BIẾN TUYẾT,OTHER
23,272,350,311,350,311,364,272,364,xanh,OTHER
24,317,349,387,349,387,363,317,363,359( 220),OTHER
25,294,331,305,331,305,341,294,341,1,OTHER
26,211,329,254,329,254,343,211,343,7.500,OTHER
27,32,329,148,328,148,342,32,343,8850157511452,OTHER
28,360,328,407,326,408,341,361,343,1,500,OTHER
29,149,308,188,308,188,322,149,322,theo,OTHER
30,34,308,149,308,149,321,34,321,Bánh que thit,OTHER
31,280,307,346,307,346,321,280,321,Doakbua,OTHER
32,187,307,270,304,271,322,187,324,xang khối,OTHER
33,351,303,390,306,389,321,350,318,G25G,OTHER
34,32,283,105,283,105,300,32,300,Mật hàng,OTHER
35,194,281,256,283,255,303,193,300,Đơn gia,OTHER
36,351,281,406,279,407,297,352,300,L, Tiền,OTHER
37,290,282,309,282,309,299,290,299,SL,OTHER
38,34,242,102,242,102,256,34,256,Quây 1001,OTHER
39,289,242,404,239,405,254,289,256,NVIN: 00018348,OTHER
40,256,219,256,239,29,236,30,216,Ngày bán: 10/08/2020 13:27,TIMESTAMP
41,309,218,403,218,403,232,309,232,10:00180740,OTHER
42,149,195,289,197,289,214,149,212,HỒA ĐƠN BÂN HÁNG,OTHER
43,224,157,327,157,327,172,224,172,024.71088886 3007,OTHER
44,348,131,347,153,205,151,205,129,TP. Cẩm Phả, Quảng Ninh,ADDRESS
45,152,125,151,156,33,154,33,123,VinCommerce,SELLER
46,367,106,367,128,182,125,183,103,Số 112 Thanh Hóa, P. Cẩm Thành,ADDRESS
47,344,84,343,105,203,103,204,82,VM+ QNH 112 Thanh Niên,ADDRESS
