1,71,680,469,681,469,707,71,706,Xin cấm ơn và hẹn gắp lại quý khách,OTHER
2,204,651,353,651,353,675,204,675,Thu ngân: BH3,OTHER
3,309,604,541,604,541,637,309,637,Ngày: 15/08/2020 - 17:17,TIMESTAMP
4,3,557,153,559,153,580,3,578,Tiến trả lại VND,OTHER
5,470,555,544,555,544,580,470,580,86,000,OTHER
6,457,517,544,517,544,541,457,541,200,000,OTHER
7,258,518,304,518,304,541,258,541,VND,OTHER
8,5,515,159,515,159,536,5,536,Tiến khách trả:,OTHER
9,113,480,112,509,0,505,0,476,Tổng cộng cộng,TOTAL_COST
10,542,475,541,503,454,501,454,472,114,000,TOTAL_COST
11,171,453,186,453,186,473,171,473,3,OTHER
12,3,446,91,448,90,473,2,470,Tổng số,OTHER
13,197,403,235,403,235,418,197,418,HOP,OTHER
14,142,404,150,404,150,417,142,417,2,OTHER
15,316,400,384,397,385,419,317,421,44,000,OTHER
16,463,398,532,398,532,419,463,419,88,000,OTHER
17,15,367,361,365,361,389,15,391,291028000000 sáp thơm glade NT,OTHER
18,151,331,194,331,194,345,151,345,PASSES,OTHER
19,196,329,238,329,238,348,196,348,CHA,OTHER
20,143,331,156,331,156,346,143,346,1,OTHER
21,314,329,384,325,385,347,315,351,26,000,OTHER
22,458,326,530,323,531,344,458,346,26,000,OTHER
23,20,298,492,290,493,314,21,322,8934868149064 nrc sunlight mềm dịu chai 7 No,OTHER
24,158,264,217,264,217,285,158,285,SL,OTHER
25,27,263,161,268,161,287,26,283,Tôn hàng,OTHER
26,212,264,258,264,258,282,212,282,ĐVT,OTHER
27,296,262,379,262,379,280,296,280,Đơn giá,OTHER
28,369,261,513,256,513,276,370,280,Thành tiên,OTHER
29,138,220,419,215,419,245,139,251,HÓA ĐƠN BÁN HÀNG,OTHER
30,10,170,39,170,39,190,10,190,Tel:,OTHER
31,139,135,410,135,410,165,139,165,Chợ Sủi Phú Thị Gia Lâm,ADDRESS
32,171,126,167,94,384,94,384,124,MINIMART ANAN,SELLER
