1,91,411,163,402,164,412,93,420,LIBING MINH,OTHER
2,102,395,151,389,152,400,103,406,NGUY THỊ THA THA THA THA THA THA THA THA THA THA THA THA,OTHER
3,110,379,138,379,138,390,110,390,VA VUNG,OTHER
4,59,368,183,357,184,370,60,380,LOAN NHI THI THỊ THỊ THỊ THỊ THỊ THỊ THỊ THỊ THỊ THỊ THỊ THỊ THỊ THỊ THỊ THỊ THỊ THỊ THỊ THỊ THỊ THỊ THỊ THỊ THỊ THỊ THỊ THỊ THỊ ,OTHER
5,75,341,128,341,128,354,75,354,dwadi,OTHER
6,32,304,107,298,108,309,33,315,ANTING THE SONG HISTS,OTHER
7,32,290,99,286,100,296,33,301,AND NAMANION,OTHER
8,31,274,90,273,90,284,32,285,177 the tronh,OTHER
9,101,256,101,270,27,270,27,256,TỔNG CỘNG:,TOTAL_COST
10,200,254,200,268,130,268,130,254,VNĐ 99.716,TOTAL_COST
11,29,231,59,231,59,242,29,242,Th,OTHER
12,63,230,105,230,105,240,63,240,1941901000166,OTHER
13,115,229,163,226,164,237,116,240,MÀ THUM CHINH,OTHER
14,163,226,193,226,193,237,163,237,16,OTHER
15,48,216,48,227,26,227,26,216,NGÀY:,TIMESTAMP
16,65,216,102,216,102,226,65,226,Has Nhiều,OTHER
17,133,215,133,225,117,225,117,215,GIỜ:,TIMESTAMP
18,166,212,192,212,192,223,166,223,BA,OTHER
19,83,204,105,204,105,212,83,212,WIIL,OTHER
20,26,203,48,203,48,213,26,213,aw,OTHER
21,112,202,144,202,144,212,112,212,The,OTHER
22,167,198,190,195,192,207,169,210,m,OTHER
23,68,188,137,188,137,199,68,199,THANH TUAN,OTHER
24,25,175,61,175,61,185,25,185,NGÀY WINH,OTHER
25,171,171,191,171,191,185,171,185,wa,OTHER
26,24,161,93,160,93,170,24,171,TEN (INH MINH,OTHER
27,24,146,56,146,56,157,24,157,Mi Han,OTHER
28,149,143,186,143,186,154,149,154,001000001100,OTHER
29,70,132,101,132,101,143,70,143,men,OTHER
30,23,133,34,133,34,143,23,143,w,OTHER
31,107,131,183,129,184,140,108,142,19 Thm minh thu nhi thu nhi thu nhi thu nhi thu nhi thu nhi thu nhi thu nhi thu nhi thu nhi thu nhi thu nhi thu nhi thu nhi thu n,OTHER
32,122,117,182,115,183,126,122,127,man mai nhi manh manh manh manh manh manh manh manh manh manh manh manh manh manh manh manh manh manh manh manh manh manh manh ma,OTHER
33,77,104,77,118,17,118,17,104,ĐỊA CHỈ ĐẠI LÝ:,ADDRESS
34,108,104,181,104,181,114,108,114,Dimptant,OTHER
35,58,88,58,101,16,101,16,88,Rên Đại lý,SELLER
36,185,88,185,101,106,101,106,88,VinMart,SELLER
37,33,46,153,49,153,66,32,63,Vietcombank,OTHER
