1,77,732,367,733,367,750,77,748,CÁM DN QUÝ KHÁCH VÀ HỆN GẶP LẠI,OTHER
2,96,658,349,661,348,681,95,678,Chỉ xuất hóa đơn trong ngày,OTHER
3,106,587,347,588,347,609,105,608,(Giá đã bao gồm thuế gtgt),OTHER
4,418,573,428,573,428,588,418,588,0,OTHER
5,27,565,144,564,144,582,27,583,TIẾN TRẢ LẠI,OTHER
6,369,546,428,546,428,563,369,563,81.302,OTHER
7,39,544,115,544,115,558,39,558,TIẾN MẶT,OTHER
8,370,522,427,524,427,539,369,537,81.302,OTHER
9,31,518,164,518,164,535,31,535,TIẾN KHÁCH TRẢ,OTHER
10,361,499,418,501,418,516,360,514,8.800,OTHER
11,31,494,183,493,183,510,31,511,TỔNG TIẾN Ã GIẢM,OTHER
12,430,472,430,495,365,495,365,472,81.302,TOTAL_COST
13,236,467,236,491,30,491,30,467,TỔNG TIỀN PHẢI T.TOÁN,TOTAL_COST
14,370,428,428,431,428,446,369,443,-8.800,OTHER
15,28,425,51,425,51,441,28,441,KM,OTHER
16,368,406,428,406,428,423,368,423,68.600,OTHER
17,313,406,325,406,325,423,313,423,2,OTHER
18,211,404,268,404,268,421,211,421,34.300,OTHER
19,30,401,154,404,154,418,30,415,8934673304528,OTHER
20,276,384,368,384,368,398,276,398,chaix130m1,OTHER
21,210,381,269,383,268,398,210,396,VNM L4,OTHER
22,30,375,203,380,203,397,30,392,SCU Có đường Probi,OTHER
23,372,358,428,360,428,377,371,375,21.502,OTHER
24,320,357,321,378,331,368,321,378,1,OTHER
25,213,357,268,357,268,375,213,375,21.502,OTHER
26,31,352,155,356,154,372,31,368,2600981004080,OTHER
27,29,326,338,333,337,354,29,347,Bơ đặc biệt 52.700/kg x.0,408,OTHER
28,363,310,421,310,421,327,363,327,T.Tiển,OTHER
29,297,311,318,311,318,328,297,328,SL,OTHER
30,203,307,262,309,261,330,202,328,dn giá,OTHER
31,31,302,110,306,109,324,30,320,Mặt hăng,OTHER
32,308,266,429,266,429,280,308,280,NVBH:09026745,OTHER
33,31,255,109,258,108,276,31,273,Quấy: 001,OTHER
34,328,242,421,242,421,256,328,256,HOO047858,OTHER
35,30,229,275,229,275,258,30,258,Ngày bán: 14/08/2020 17:23,TIMESTAMP
36,159,212,298,216,297,233,158,229,HÓA ƠN BÁN HÀNG,OTHER
37,235,169,354,172,353,189,235,187,024.71066866-63951,OTHER
38,395,140,395,165,198,165,198,140,P. Cẩm Sơn, TP. Cẩm Phả, T.QN,ADDRESS
39,31,124,169,124,169,165,31,165,VinCommerce,SELLER
40,393,116,393,137,202,137,202,116,DA QĐ doc tuyến ĐS Tổ 3 Khu 2,ADDRESS
41,399,88,399,112,190,112,190,88,VM+QNH Dư án quỹ đất đường sắt,ADDRESS
