1,91,719,528,721,528,748,91,746,Xin cám ơn và hen gặp lại quý khách,OTHER
2,234,688,401,690,401,714,234,712,Thu ngân: BH3,OTHER
3,610,640,610,673,355,673,355,640,Ngày: 13/08/2020 - 17:34,TIMESTAMP
4,532,589,613,589,613,617,532,617,31,500,OTHER
5,4,588,176,591,175,612,4,609,Tiền trả lại VND,OTHER
6,519,546,613,546,613,570,519,570,150,000,OTHER
7,291,546,347,546,347,573,291,573,VND,OTHER
8,7,540,181,540,181,564,7,564,Tiển khách trả:,OTHER
9,137,500,137,533,3,533,3,500,Tổng cộng,TOTAL_COST
10,619,501,619,529,518,529,518,501,118,500,TOTAL_COST
11,193,471,209,471,209,495,193,495,8,OTHER
12,5,464,106,464,106,491,5,491,Tổng số,OTHER
13,153,410,261,410,261,438,153,438,5 VI,OTHER
14,510,410,604,410,604,435,510,435,105,000,OTHER
15,358,410,436,410,436,435,358,435,21,000,OTHER
16,17,374,565,371,565,395,17,398,29100054000011 vỉ sửa chua men sống probint,OTHER
17,372,327,436,327,436,353,372,353,4,500,OTHER
18,222,328,269,328,269,350,222,350,CAI,OTHER
19,522,326,602,326,602,351,522,351,13,500,OTHER
20,159,329,176,329,176,351,159,351,3,OTHER
21,26,295,566,289,566,312,26,317,8934597090187 Bánh mì ruốc stass hải châu NT,OTHER
22,36,258,143,260,143,278,35,275,Tên hàng,OTHER
23,181,257,211,257,211,277,181,277,SL,OTHER
24,334,252,427,255,426,280,333,277,Đơn giá,OTHER
25,241,255,291,255,291,277,241,277,ĐVT,OTHER
26,454,253,578,250,579,271,455,275,Thành tiên,OTHER
27,156,205,475,203,475,237,156,239,HÓA ĐƠN BÁN HÀNG,OTHER
28,2,157,51,157,51,175,2,175,Illel:,OTHER
29,460,114,460,141,166,141,166,114,Chợ Sủi Phú Thị Gia Lâm,ADDRESS
30,432,75,432,103,198,103,198,75,MINIMART ANAN,SELLER
