1,29,274,146,273,146,287,29,288,Số GD treo:117,OTHER
2,29,255,153,252,153,265,29,268,Tên Nv:5156POS2,OTHER
3,30,233,94,233,94,247,30,247,Quấy: 001,OTHER
4,270,228,376,225,377,239,270,242,NVBH:00025438,OTHER
5,143,209,259,206,260,222,144,225,Giao dich treo,OTHER
6,155,187,155,206,22,206,22,187,Ngày: 13/08/2020,TIMESTAMP
7,378,180,378,200,248,200,248,180,Thời gian: 17:31,TIMESTAMP
8,205,149,303,146,304,160,206,163,02471068386-51581,OTHER
9,137,120,137,149,24,149,24,120,VinCommerce,SELLER
10,342,120,342,144,171,144,171,120,P.Cẩm Bình, TP.Cẩm Phả, QNH,ADDRESS
11,315,97,315,116,196,116,196,97,Tổ 7, Khu Minh Tiến A,ADDRESS
12,338,73,338,95,167,95,167,73,VM+ QNH Tổ 7, khu Minh Tiến A,ADDRESS
