1,24,799,458,798,458,815,24,816,Hot ine: 02471066866 Website: vinmart.com,OTHER
2,80,770,405,770,405,787,80,787,CÁM ON QUÝ KHÁCH VÀ HỆN GẶP LẠI,OTHER
3,27,718,463,714,463,731,27,735,Tax invoice will be issued within same day,OTHER
4,101,687,379,687,379,706,101,706,Chỉ xuất hóa đơn trong ngày,OTHER
5,28,610,163,607,164,627,28,631,Số tham chiếu,OTHER
6,285,608,460,607,460,624,285,625,00435800100133765,OTHER
7,30,583,282,579,282,599,30,603,tiếm tích(1.000VND:1 điểm),OTHER
8,438,582,452,582,452,598,438,598,3,OTHER
9,32,558,202,556,202,574,32,576,ID thể khách hãng,OTHER
10,296,556,458,554,458,571,296,573,XXXXXXXXXXXXXX2529,OTHER
11,113,505,372,502,373,523,114,526,(Giá đã bao gồm thuế gtgt),OTHER
12,33,482,155,479,156,499,33,501,TIỀN TRẢ LAI,OTHER
13,406,481,455,481,455,496,406,496,1.000,OTHER
14,42,459,124,459,124,475,42,475,TIÊN MẶT,OTHER
15,386,457,453,457,453,471,386,471,100.000,OTHER
16,32,432,173,429,174,449,32,452,TIẾN KHÁCH TRẢ,OTHER
17,394,432,453,432,453,446,394,446,99.000,OTHER
18,35,407,193,407,193,424,35,424,TỔNG TIẾN Ả GIẢM,OTHER
19,432,406,446,406,446,422,432,422,0,OTHER
20,35,383,240,383,240,400,35,400,TỔNG TIẾN PHẢI T. TOÁN,OTHER
21,455,398,391,399,390,381,454,379,99 000,TOTAL_COST
22,31,334,163,334,163,351,31,351,8935058962104,OTHER
23,220,335,282,332,282,350,220,352,49.500,OTHER
24,388,331,452,329,452,347,389,348,99.000,OTHER
25,329,332,341,332,341,350,329,350,2,OTHER
26,31,310,234,310,234,329,31,329,CP Thit heo xay 300g,OTHER
27,32,285,112,285,112,303,32,303,Mặt hàng,OTHER
28,308,282,333,282,333,303,308,303,SL,OTHER
29,211,280,273,280,273,302,211,302,dn giá,OTHER
30,380,282,442,280,443,298,381,300,T. Tiển,OTHER
31,32,236,110,236,110,253,32,253,Quầy:001,OTHER
32,319,236,449,232,450,248,320,253,NVBH:09020497,OTHER
33,32,211,279,211,279,228,32,228,Ngay bán: 15/08/2020 10:28,OTHER
34,338,210,439,207,440,224,339,227,H:00133765,OTHER
35,163,185,308,185,308,202,163,202,HÓA DN BÁN HĂNG,OTHER
36,243,140,363,139,364,156,243,157,024 71066868-43581,OTHER
37,226,113,380,113,380,130,226,130,TP Cam Pha, Quang Ninh,OTHER
38,38,109,162,112,161,135,38,133,VinCommerce,OTHER
39,212,87,394,88,394,105,212,104,Só 590 Trân Phu, P Căm Thuy,OTHER
40,234,60,371,59,372,77,234,78,Vi44 ONH 690 Trần Phú,OTHER
